id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48599633,Adelio Pera Hotel - Double Suite,390950125,ALi BOĞAÇ,,Beyoglu,41.03065,28.97419,Private room,350,1,0,,,8,167,0,
48599730,Stay in one of the safest and beautiful place,222028168,Samet,,Bakirkoy,40.99191,28.87137,Private room,144,2,0,,,1,179,0,
48600227,Adelio Pera Triple room,390950125,ALi BOĞAÇ,,Beyoglu,41.02945,28.97425,Private room,225,1,0,,,8,273,0,
48600281,Bahcesehir gölette muhteşem location,392079587,Biricik,,Basaksehir,41.06136,28.69675,Entire home/apt,650,2,1,2021-07-19,0.29,1,355,1,
48600801,Plaza’da Panoramik Lüks Daire,267110874,Cem,,Bahcelievler,40.9926,28.83386,Entire home/apt,619,1,0,,,3,157,0,
48601097,Magnolia Hause with terrace 100 meters from Taksim,392083845,Doğan,,Beyoglu,41.03873,28.98322,Entire home/apt,544,2,13,2021-09-28,2.79,1,356,13,
48602331,Very close to the sea and Kadikoy in Uskudar 1+1,344000437,Deyiş,,Uskudar,41.01199,29.01307,Entire home/apt,250,7,4,2021-08-21,1.10,1,20,4,
48604043,The amazing Bosphorous flat,55884646,Simay,,Besiktas,41.04301,29.00749,Entire home/apt,869,2,3,2021-06-14,0.41,2,362,3,
48604875,TARİHİ YARIMADA MANZARALi EV,392112361,Ali,,Uskudar,41.01053,29.01377,Entire home/apt,750,1,1,2021-08-29,0.48,1,346,1,
48605541,"Panoramic, Ultra Hygienic Residence House",267110874,Cem,,Bahcelievler,40.99261,28.83604,Entire home/apt,619,1,10,2021-05-31,1.32,3,157,10,
48605745,Queen size private room in the city center,221195520,Jalal,,Beyoglu,41.03774,28.97577,Private room,99,2,4,2021-04-01,0.56,2,332,4,
48605984,"2 bedroom, 2 Bathroom with 2 kittchenette",392062512,Özhan,,Fatih,41.003536,28.969839,Entire home/apt,1325,1,1,2021-04-02,0.14,3,301,1,
48606405,Safe and quite 2BR Apt; 200 mt away from Taksim Sq,75344364,Murat,,Beyoglu,41.03601,28.98589,Entire home/apt,825,3,20,2021-09-03,2.94,6,316,20,
48608725,بالي باشا البيت الهادي الانيق,380833790,عبدالرحمن,,Fatih,41.0189,28.94368,Shared room,96,1,3,2021-10-08,1.38,2,359,3,
48614005,Cappadocia Apart with terrace balcony.,392186832,Muhammed Talha,,Fatih,41.0028,28.97096,Entire home/apt,434,2,0,,,4,364,0,
48614221,Big 1bedr. apartment at the heart of Istanbul,139104797,Wassim,,Sisli,41.05516,28.99331,Entire home/apt,889,1,0,,,15,0,0,
48614592,Duplex 2 bedrooms apartment all what you need,139104797,Wassim,,Sisli,41.05528,28.99403,Entire home/apt,850,1,0,,,15,0,0,
48615378,Duplex 3 bedrooms apartment all what you need,139104797,Wassim,,Sisli,41.05477,28.99333,Entire home/apt,1100,1,0,,,15,0,0,
48615610,Penthouse Room near to the Blue Mosque,8253194,Mr Ramazan,,Fatih,41.00448,28.97037,Private room,1029,2,5,2021-08-30,1.92,12,360,5,
48616538,Penthouse 1br+1lr,27787812,Tevfik,,Fatih,41.00555,28.969669,Entire home/apt,500,1,2,2021-08-09,0.70,4,360,2,
48617120,Cozy Apt in TAKSİM SQ with 2 Bedrooms and GARDEN,237616777,Umut Özgün,,Beyoglu,41.03479,28.9862,Entire home/apt,753,3,5,2021-05-30,0.72,27,351,5,
48617497,"Privat Room in Nishantashi, (Taksim, Besiktas)",271316843,Kubra,,Besiktas,41.0485,28.9973,Private room,150,5,5,2021-05-20,0.70,2,0,5,
48617779,Nyota’s Crib,183665493,Linet,,Esenyurt,41.01691,28.68369,Private room,192,1,0,,,1,365,0,
48617987,Cozy 1+1 apartment in the center of Istanbul.,357040535,Nuriza,,Beyoglu,41.03817,28.97575,Entire home/apt,154,7,3,2021-09-25,1.43,1,1,3,
48618169,DELUXE  ROOM   2  KİŞİLİK,391768026,Galata World,,Beyoglu,41.02729,28.97852,Entire home/apt,4999,1,0,,,7,365,0,
48618750,İstiklal Caddesinde Temiz Ferah Oda,371128956,Ali,,Beyoglu,41.03665,28.98019,Private room,350,1,2,2021-09-26,1.22,7,363,2,
48621612,Kaliteli hizmet için buradayız,363846540,Yılmaz,,Fatih,41.00759,28.96353,Private room,650,1,0,,,3,365,0,
48625249,Nişantaşı Mansion,8645719,Arda,,Sisli,41.05078,28.99606,Entire home/apt,2900,7,0,,,1,88,0,
48633086,City apartment,320532354,Akilay,,Kadikoy,40.97143,29.07699,Entire home/apt,400,3,0,,,1,208,0,
48633144,Stylish house in lively Ortaköy neighborhood,392324127,Rabia,,Besiktas,41.05145,29.02751,Entire home/apt,600,30,2,2021-09-16,0.29,1,272,2,
48634141,"Safe&Comfortable
Private Room 
Private Bathroom",17369935,Caner,,Esenyurt,41.01684,28.65638,Private room,230,5,0,,,1,179,0,
48634367,30th Floor Amazing Cozy Studio for Home-office,7238971,Adem,,Maltepe,40.92355,29.15891,Entire home/apt,412,4,8,2021-10-21,4.36,3,363,8,
48635519,TAKSİMDE SÜİT ODA 1+1,366537245,Mehmet,,Beyoglu,41.03552,28.98172,Private room,453,1,1,2021-04-14,0.15,6,363,1,
48636511,Cozy Flat in Central Place,104444813,Vesime Itir,,Kagithane,41.086624,28.997004,Entire home/apt,383,2,4,2021-09-09,0.86,2,166,4,
48637969,İSTANBUL ELYSİUM RESİDENCE TAKSİM,322992439,İbrahim,,Sisli,41.04329,28.98347,Entire home/apt,526,7,1,2021-04-06,0.14,3,112,1,
48638168,Comfortable and Central 2BR Apt. İn Cihangir,263659697,Halil,,Beyoglu,41.03489,28.98651,Entire home/apt,500,3,5,2021-10-26,1.36,3,348,5,
48638514,Peaceful home in the center of Kadıköy!,115213223,Özlem,,Kadikoy,40.99561,29.03123,Entire home/apt,260,1,2,2021-09-05,0.81,2,59,2,
48639201,Centeral Location next to subway / Cosy room,131428391,Halid,,Umraniye,41.02426,29.10526,Private room,150,2,0,,,1,91,0,
48639224,CLEAN STUDIO IN CENTRAL LOCATION,76731937,Mehmet,,Beyoglu,41.03726,28.98167,Private room,278,1,0,,,7,363,0,
48640639,DENİZ MANZARALI,266523636,Ali,,Fatih,41.00353,28.96342,Private room,223,1,0,,,8,365,0,
48641291,A cozy apartment in the heart of the city!,267602212,Dilek,,Uskudar,41.00005,29.06157,Private room,245,2,0,,,1,178,0,
48641579,"Near touristic places, subways, shopping center",186128910,Ramazan,,Bayrampasa,41.05425,28.89586,Entire home/apt,312,2,8,2021-10-10,2.11,2,295,8,
48642540,"Next To F.Bahce Ülker Sports Arena, With Breakfast",380710105,Onur,,Atasehir,40.9949,29.10848,Entire home/apt,1500,1,0,,,15,365,0,
48642689,Basaksehir Villa   4+1 Dublex,10248508,Muhammed,,Basaksehir,41.1016,28.78419,Entire home/apt,850,6,0,,,4,345,0,
48647667,Standart Suite (Free Daily Cleaning),357399095,Muhammer,,Sisli,41.07057,28.99943,Entire home/apt,724,2,0,,,21,363,0,
48650039,"At the heart of the İstanbul, easy transportation.",392461076,Koray,,Sisli,41.06937,28.999,Private room,145,1,2,2021-04-21,1.09,1,57,2,
48650448,Hypnos Design Hotel Deluxe Double Rooms,392458456,Hypnos Design,,Fatih,41.01225,28.9778,Private room,334,1,0,,,4,357,0,
48650690,Villa Domali,337209283,Sahilkamp,,Sile,41.20926,29.39976,Entire home/apt,1120,1,2,2021-07-21,2,11,60,2,
48650846,Comfortable Taksim Apartment,392466197,Filiz,,Beyoglu,41.03243,28.98237,Entire home/apt,444,2,6,2021-06-28,0.83,1,347,6,
48650867,Hypnos Design Hotel Standard Double Rooms,392458456,Hypnos Design,,Fatih,41.01225,28.9778,Private room,334,1,0,,,4,360,0,
48650909,Orman Koza Bungalov,337209283,Sahilkamp,,Sile,41.21134,29.39845,Entire home/apt,500,1,1,2021-08-15,0.38,11,127,1,
48651096,Maran Karavan,337209283,Sahilkamp,,Sile,41.2092,29.39931,Entire home/apt,700,1,0,,,11,58,0,
48651210,Karataş Ev,337209283,Sahilkamp,,Sile,41.21105,29.39903,Entire home/apt,1050,1,0,,,11,56,0,
48652235,Hypnos Design Hotel Executive Double or Twin Rooms,392458456,Hypnos Design,,Fatih,41.01225,28.9778,Private room,334,1,0,,,4,365,0,
48652545,"New modern apartment in Kadikoy with pool,security",55802664,Ainur,,Kadikoy,40.99708,29.05622,Entire home/apt,537,5,1,2021-03-19,0.13,3,30,1,
48652639,Hypnos Design Hotel Suite Room,392458456,Hypnos Design,,Fatih,41.01225,28.9778,Private room,334,1,0,,,4,347,0,
48652666,Adelio Pera Hotel - Triple Suite,390950125,ALi BOĞAÇ,,Beyoglu,41.03084,28.97397,Private room,396,1,0,,,8,54,0,
48652921,Modern Stylish Flat in The Center of The City,8912265,Uğur&Tatya,,Beyoglu,41.0358,28.99038,Entire home/apt,751,2,20,2021-10-21,3.64,3,342,20,
48653967,Peaceful Detached House with Garden in Besiktas,397256370,Ugur,,Besiktas,41.08897,29.02835,Entire home/apt,2814,3,4,2021-04-19,0.75,93,357,4,
48654255,Ümraniye bölgesinde site içerisinde oda,296241477,Gizem,,Umraniye,41.00787,29.17913,Private room,336,2,2,2021-10-22,0.86,1,90,2,
48655599,Armagrandi Spina Hotel Superior Room 1,98326835,Kadir,,Fatih,41.00553,28.97803,Private room,557,1,0,,,3,357,0,
48657064,Deniz Manzaraları ODA yada DAİRE KİRALIK 2+1(3+1),392516852,Can,,Beylikduzu,40.99449,28.61369,Private room,140,18,0,,,1,91,0,
48660964,Designer Home on the main street of Nisantasi,19929867,Izi,,Sisli,41.05176,28.98985,Entire home/apt,949,1,3,2021-03-21,0.42,2,281,3,
48661255,Nisantasi Experince Cozy Apartment-Secure Main Str,19929867,Izi,,Sisli,41.0519,28.99021,Entire home/apt,798,1,1,2021-06-14,0.22,2,334,1,
48666614,Galata Hotel Deluxe,391210824,Galata Hotel,,Beyoglu,41.02984,28.97137,Private room,514,1,1,2021-05-30,0.19,5,362,1,
48669383,Armagrandi Spina Hotel Superior Room 2,98326835,Kadir,,Fatih,41.005,28.97941,Private room,668,1,1,2021-10-10,1,3,357,1,
48670825,Flat with a stunning view of the Bosphorus,17358344,Hilal,,Uskudar,41.02613,29.01656,Entire home/apt,960,1,1,2021-10-17,1,1,363,1,
48672467,Şişli'de Daire/Spacious&Fully Equipped 2 BR Condo,391487098,Haziran,,Sisli,41.05856,28.98714,Private room,97,3,2,2021-10-03,0.28,1,83,2,
48674993,"Şişli nin en güvenli bölgesinde, plaza daire",366604157,Seher,,Sisli,41.06089,28.97656,Private room,445,1,0,,,1,83,0,
48676399,"Lovely furnished 1 bedroom, 24/7 security, Avcılar",96460850,Tevfik,,Avcilar,40.99204,28.71215,Entire home/apt,462,7,3,2021-10-03,0.43,83,83,3,
48678113,The heart of Beyoğlu,253397073,Yasir,,Beyoglu,41.03141,28.97992,Private room,164,3,0,,,1,88,0,
48679185,"Amazing View 2BD Apartment in City Center, Taksim",362934227,Erdal,,Beyoglu,41.03468,28.97188,Entire home/apt,300,15,0,,,1,365,0,
48679696,IN THE CENTER OF ALL TOURİSTİC DESTİNATİONS FATİH,148263116,Zeynep,,Fatih,41.03252,28.94634,Private room,270,1,0,,,1,180,0,
48685424,ERESIN SULTANAHMET HOTEL STANDARD SINGLE ROOM,45788344,Dorothy,,Fatih,41.00392,28.97544,Private room,1815,1,0,,,18,365,0,
48686213,Safe clean cheap in the cityCenter Istanbul Turkey,304667109,Fazal Rabi,,Esenyurt,41.03389,28.67809,Entire home/apt,278,20,2,2021-10-09,0.94,4,90,2,
48686366,Sweet apartment with city view/3min Istiklal str,13143367,Gurubish,,Beyoglu,41.03663,28.98187,Entire home/apt,364,1,2,2021-05-01,0.30,9,163,2,
48686675,ŞEHİR MERKEZİNDE VE SİZE ÖZEL,148019057,Meltem,,Sisli,41.07877,29.01191,Entire home/apt,1438,1,0,,,1,365,0,
48687238,İtanbul Eurpeon side safe 1minute walk to busStop,304667109,Fazal Rabi,,Esenyurt,41.03605,28.67708,Entire home/apt,565,1,1,2021-07-24,0.30,4,359,1,
48689263,Queen’s Garden in Beyoğlu/ Taksim..,374197400,Serkan,,Beyoglu,41.03736,28.97664,Entire home/apt,170,3,12,2021-08-16,12,3,1,12,
48689434,"Atelier-house in Taksim,Gümüssuyu",5075695,Irem,,Beyoglu,41.03568,28.99053,Entire home/apt,612,2,0,,,1,356,0,
48690551,Sevimli ve şirin bir ev fiyatıda uygun,392809456,Erdi,,Sisli,41.07263,28.99891,Private room,100,1,0,,,1,365,0,
48690763,"Sakin, Eğlenceli, Güvenilir, Aile Apartmanı",222243524,Mert,,Kadikoy,40.9951,29.04042,Private room,150,1,0,,,1,88,0,
48691055,Dilek's Guide/ Istanbul,392814025,Dilek,,Uskudar,41.01822,29.02013,Entire home/apt,350,7,1,2021-08-27,0.46,1,301,1,
48691873,Proper,86887053,Zihni,,Eyup,41.05232,28.93074,Private room,150,1,0,,,1,83,0,
48692517,Apartment With 2 Bedrooms Near to Blue Mosque,300678963,Mustafa,,Fatih,41.00472,28.97066,Entire home/apt,368,2,2,2021-10-08,0.29,4,348,2,
48692936,"Bosphorus pearl  of Bebek,road mansion roof flat",99225389,Naci Feyyaz,,Besiktas,41.08017,29.05071,Entire home/apt,510,2,14,2021-09-25,1.94,1,162,14,
48693701,Nice Studio at the City Center close by İstiklal,76731937,Mehmet,,Beyoglu,41.03726,28.98167,Private room,232,1,1,2021-09-24,0.83,7,362,1,
48694588,"""Luxury Furnished Residence, Awesome Location",369191465,Ifasegun Benjamin,,Esenyurt,41.02235,28.65996,Entire home/apt,719,7,1,2021-03-28,0.14,2,365,1,
48697875,Central location in Beşiktaş,216708074,Büşra,,Besiktas,41.04686,29.00283,Private room,115,1,1,2021-04-16,0.15,1,0,1,
48699967,Beautiful Duplex on Istiklal Street,244160931,Burak,,Beyoglu,41.02921,28.97546,Entire home/apt,400,7,2,2021-05-15,0.30,1,359,2,
48703016,cool and friendly street in kadıköy,4459586,Berkant,,Kadikoy,40.99324,29.03967,Private room,145,28,0,,,1,365,0,
48703161,ERESIN SULTANAHMET HOTEL STANDARD TRIPLE ROOM,45788344,Dorothy,,Fatih,41.00444,28.97518,Private room,2717,1,0,,,18,365,0,
48704231,"Mecidiyekoy, Center Of Istanbul&Close Taksim",386254443,Soner,,Sisli,41.07053,28.99947,Private room,134,7,1,2021-09-11,0.60,2,302,1,
48705423,A room with a church view balcony,392935604,Furkan,,Kadikoy,40.9837,29.02504,Private room,220,1,4,2021-10-11,0.57,2,0,4,
48705455,Home Sweet Home✨,291182668,Merve,,Sisli,41.05311,28.98423,Private room,310,1,0,,,2,365,0,
48707042,Luxury One Plus Apart 105,348908368,Salih,,Sisli,41.0441,28.98476,Entire home/apt,390,2,1,2021-04-04,0.14,10,365,1,
48707143,Central and Cosy Apartment in Nisantasi,58517472,Victor,,Sisli,41.056126,28.992296,Entire home/apt,431,5,0,,,1,365,0,
48707899,One Bedroom One Living Room 24,348908368,Salih,,Sisli,41.04438,28.98588,Entire home/apt,401,4,0,,,10,304,0,
48710581,terrace floor in a quiet location with easy access,32405246,Sinef Gönül,,Kadikoy,41.00126,29.03069,Private room,250,3,3,2021-10-13,1.55,1,337,3,
48714282,Comfortable and Hygienic House \ Çekmeköy,392956871,Ahmet,,Cekmekoy,41.02604,29.18456,Entire home/apt,288,2,1,2021-05-30,0.19,1,179,1,
48715346,"Cosy house in Üsküdar, Centre of Istanbul",283358149,Deniz,,Uskudar,41.02823,29.03253,Entire home/apt,300,3,11,2021-10-09,2.41,2,330,11,
48716201,Renewed Modern 1BR Flat on the Focal Point of Moda,12756893,Demir,,Kadikoy,40.98327,29.02357,Entire home/apt,743,2,12,2021-07-10,2.67,14,349,12,
48716641,Huzuru hissedeceginiz konforu tadacaginiz yer,393013878,Volkan,,Gaziosmanpasa,41.08818,28.89479,Private room,90,1,0,,,1,180,0,
48716735,Private room in Kavacık for decent individuals,141353668,Utku,,Beykoz,41.09677,29.09122,Private room,133,30,0,,,1,364,0,
48725182,Paris Suite,4404329,Coskun,,Beyoglu,41.02929,28.97278,Entire home/apt,470,2,2,2021-03-30,0.31,15,239,2,
48725636,İstanbul Kadıköyde Konforlu ve Uygun Otel,393090547,Kadir,,Kadikoy,40.99165,29.02926,Private room,360,30,1,2021-10-24,1,5,365,1,
48726340,Small 1+1 House in Center / Üsküdar,387624928,Merih,,Uskudar,41.02756,29.01665,Entire home/apt,250,2,7,2021-09-24,1.59,1,4,7,
48727201,"1+1 amazing view,lux furnitur for rent akkoza kuro",308309377,Nader,,Esenyurt,41.06067,28.66934,Entire home/apt,575,10,0,,,23,365,0,
48727304,Modern Apartment located in Cihangir,239238476,Ezgi,,Beyoglu,41.02982,28.9799,Entire home/apt,456,3,8,2021-09-21,3.64,2,332,8,
48727429,"3+1 full AC amazing view,lux akkoza akbati  mall",308309377,Nader,,Esenyurt,41.06044,28.66769,Entire home/apt,1246,7,0,,,23,365,0,
48728218,ERESIN TOPKAPI HOTEL STANDARD SINGLE ROOM,45788344,Dorothy,,Fatih,41.01842,28.92512,Private room,1180,1,0,,,18,364,0,
48728468,ERESIN TOPKAPI HOTEL STANDARD TRIPLE ROOM,45788344,Dorothy,,Fatih,41.01981,28.92644,Private room,1882,1,0,,,18,364,0,
48728484,Castle Franco Suites Deluxe Room,391234810,Arda,,Fatih,41.008278,28.970497,Private room,815,1,4,2021-08-28,0.55,3,351,4,
48728582,2+1 Central Location in İstanbul,132343705,Hazmi Emre,,Kagithane,41.0856,29.00268,Entire home/apt,250,1,0,,,1,174,0,
48728686,Esenyurt beylikdüzü osb 2+1 lux aile apartmanı,374694076,Engin,,Esenyurt,41.04276,28.66026,Entire home/apt,180,1,0,,,20,364,0,
48730001,ERESIN TAXIM STANDARD SINGLE ROOM,45788344,Dorothy,,Beyoglu,41.04045,28.98397,Private room,1111,1,0,,,18,364,0,
48730013,Castle Franco Suites Suite Room,391234810,Arda,,Fatih,41.00828,28.9705,Private room,1267,1,0,,,3,317,0,
48730083,ERESIN TAXIM STANDARD TRIPLE ROOM,45788344,Dorothy,,Beyoglu,41.03867,28.98389,Private room,1733,1,0,,,18,365,0,
48731382,İstanbul nişantaşın'da metroya 5 dakika,261699610,Halit,,Sisli,41.0542,28.99171,Entire home/apt,700,1,0,,,2,365,0,
48732423,"Yeditepe üniversitesi yanı, merkezi konum",373698043,Emre,,Atasehir,40.97451,29.14574,Entire home/apt,250,1,0,,,1,88,0,
48732684,GARDEN HOUSE,340779279,Muharrem,,Fatih,41.01298,28.97782,Entire home/apt,300,2,24,2021-07-03,4.42,4,322,24,
48733918,2+1 Apart in best location near Sultanahmet,393141611,Fehmi,,Fatih,41.00558,28.97096,Entire home/apt,1670,2,0,,,3,363,0,
48736694,Peaceful island flat w/WiFi&balcony-walk to forest,11882928,Çiğdem,,Adalar,40.87699,29.09456,Entire home/apt,1114,2,0,,,1,91,0,
48742206,Sun home 🌞,393220935,Güneş,,Besiktas,41.05234,29.02434,Entire home/apt,527,1,0,,,1,365,0,
48743317,**NEW* Taxim Rooms 604,33267362,Raşit Derya,,Beyoglu,41.04011,28.98684,Private room,350,2,2,2021-10-21,1.67,6,76,2,
48743557,King sized room in City centered shared apartment,221195520,Jalal,,Beyoglu,41.03762,28.97613,Private room,96,2,0,,,2,302,0,
48744680,Cosy private room with balcony,389980431,Saadet Derya,,Beyoglu,41.03257,28.98214,Private room,195,1,4,2021-10-22,4,1,89,4,
48747242,Luxury studyo flat in heart of istanbul,339876565,Uğur Deniz,,Sisli,41.05673,28.97612,Entire home/apt,479,2,0,,,1,69,0,
48750739,GRACIOUS HISTORICAL MANSION ROOM TAKSİM # 105,21594386,Kürşad,,Beyoglu,41.0343,28.97432,Entire home/apt,199,1,6,2021-07-18,0.90,12,354,6,
48752574,Merkezi konumda daire,138016784,Erdii,,Umraniye,41.01805,29.12323,Entire home/apt,400,60,0,,,1,173,0,
48752829,Özel yalı deniz manzaralı,391283709,Ahmet Uğur,,Buyukcekmece,41.04489,28.4083,Entire home/apt,600,1,0,,,1,365,0,
48753036,DISINFECTED! Semibasement hotel room,358294300,Mustafa,,Beyoglu,41.03798,28.98275,Private room,509,1,7,2021-09-19,1.00,16,356,7,
48753066,Double or Twinbed Room at Sultanahmet,393141611,Fehmi,,Fatih,41.00538,28.9717,Private room,501,2,0,,,3,364,0,
48753348,Home as your sweet home,393140273,Sahip,,Maltepe,40.95369,29.11109,Private room,90,1,1,2021-09-04,0.53,1,86,1,
48757118,Dublex 3+2 SeaView balcony jakuzi full apartment,256203477,Samet,,Fatih,41.00634,28.9794,Entire home/apt,2227,2,0,,,3,311,0,
48760964,Luxury 2 Bedroom Apartment Near Istiklal Street,393360731,Mehmet,,Beyoglu,41.03149,28.97582,Entire home/apt,954,1,2,2021-08-28,0.63,5,145,2,
48761529,"3+1 amazing view,lux furnitur for rent kozapark",308309377,Nader,,Esenyurt,41.06246,28.6649,Entire home/apt,1054,7,0,,,23,365,0,
48762828,"Taksim Bomonti, Expect Your Dream",186133907,Cesur,,Sisli,41.05883,28.97867,Entire home/apt,2561,1,1,2021-06-15,0.22,14,365,1,
48765414,Kız Kulesi Rooms,345679570,Okan,,Uskudar,41.02305,29.01276,Entire home/apt,288,2,0,,,1,179,0,
48765825,TWIN ROOM AT THE CITY CENTER,76731937,Mehmet,,Beyoglu,41.03641,28.98067,Private room,269,1,0,,,7,355,0,
48766111,2 Bedroom Comfy Condo in Great Location Fast Net,49361775,Zuhra,,Kagithane,41.07722,28.99468,Entire home/apt,160,5,4,2021-09-30,1.54,3,126,4,
48766174,Audrey Hepburn Room,29744876,Sercan,,Beyoglu,41.0402,28.9818,Entire home/apt,320,1,0,,,10,0,0,
48766339,Büyük bahçe ve alana sahip özel mimari çiftlik evi,73700049,Barış,,Silivri,41.13924,28.27839,Entire home/apt,636,1,1,2021-04-05,0.14,1,333,1,
48766494,Historical Flat Located in Heart of Galata,393402635,Ömer,,Beyoglu,41.02736,28.97178,Entire home/apt,370,2,10,2021-08-18,2.11,1,0,10,
48767571,1.5+1 cosy flat close to everything,34908990,Tuncay,,Beyoglu,41.04324,28.97581,Entire home/apt,300,7,0,,,1,363,0,
48768860,Ozcan Pera Sururi Flats 7,50800210,Hakan&Turkan,,Beyoglu,41.0365,28.97142,Entire home/apt,278,2,11,2021-10-08,3.30,13,336,11,
48768908,Large boheme apartment near Taksim Square -Central,15427484,Hasan,,Sisli,41.04455,28.98518,Entire home/apt,450,1,0,,,1,0,0,
48768976,Elite 3 Bedroom Family Residence C,157100965,Ahmet,,Umraniye,41.03033,29.11177,Entire home/apt,735,13,0,,,33,80,0,
48769432,Deluxe First flr 2+1 Modern New Apt in Center,332828033,Adem,,Fatih,41.01134,28.94618,Entire home/apt,815,5,6,2021-10-14,6,3,336,6,
48769821,"NİŞANTAŞI LÜKS EXCLUSIVE, 1+1 APART ODA",368103615,Ahmet,,Sisli,41.05543,28.99114,Entire home/apt,508,1,0,,,11,88,0,
48770462,130m² Renovated Apartment★ w/ Seaview #14,7980429,Eren,,Beyoglu,41.03324,28.98093,Entire home/apt,1336,3,11,2021-07-08,4.85,29,249,11,
48770751,"Near touristic places 
Near all Subways , bus",186128910,Ramazan,,Fatih,41.0023,28.934,Entire home/apt,334,1,0,,,2,87,0,
48770865,★80m² Renovated Penthouse ★ w/ Seaview #16,7980429,Eren,,Beyoglu,41.03324,28.98093,Entire home/apt,1225,3,9,2021-07-10,2.21,29,259,9,
48771585,TARLAM BAHÇE BUTİK OTEL KONAKLAMA,377987398,Görkem,,Beykoz,41.13307,29.27409,Private room,2396,1,0,,,2,364,0,
48775190,Cozy flat,66486119,Seda,,Kadikoy,40.98679,29.06901,Entire home/apt,498,1,3,2021-08-11,0.49,2,333,3,
48776116,Economic Fancy Suit with kitchen near Galata Tower,149915983,Mücahid,,Beyoglu,41.02579,28.97699,Entire home/apt,448,1,10,2021-10-17,2.19,13,347,10,
48776524,Pin Up Room,29744876,Sercan,,Beyoglu,41.04034,28.98174,Entire home/apt,320,1,0,,,10,0,0,
48776854,Romance Room,29744876,Sercan,,Beyoglu,41.04018,28.98181,Entire home/apt,320,1,0,,,10,0,0,
48777068,Cinema Room,29744876,Sercan,,Beyoglu,41.03961,28.98234,Entire home/apt,320,1,0,,,10,0,0,
48777595,Touring DJ's Cosy Green Home w Bosphorus View,3792436,Nazmiye Elif,,Beyoglu,41.03133,28.98839,Entire home/apt,886,2,4,2021-08-14,0.57,1,21,4,
48777796,Deniz manzarali aile odasi,266523636,Ali,,Fatih,41.00425,28.96301,Entire home/apt,256,1,0,,,8,364,0,
48777821,Luxe entry flr 1bdr Apartment,332828033,Adem,,Fatih,41.01096,28.94602,Entire home/apt,355,10,3,2021-05-15,1.64,3,326,3,
48778720,Deluxe Suite Entrance (7) Near to Taxim Square,14875223,Murat,,Beyoglu,41.03718,28.98181,Entire home/apt,400,1,2,2021-10-18,0.47,24,362,2,
48783530,Newly 1 bedroom Apart Close to Mall & Restaurants,186636101,Abdulrahman,,Esenyurt,41.05728,28.66631,Entire home/apt,450,7,4,2021-05-31,2.61,2,153,4,
48784766,Şişli studio LONGTERM min 6 monthsRespect first,223896134,Melissa,,Sisli,41.05001,28.98238,Entire home/apt,149,7,0,,,3,180,0,
48787612,Deluxe Double or Twinbed Room &breakfast at Laleli,393141611,Fehmi,,Fatih,41.00897,28.96102,Private room,557,1,0,,,3,363,0,
48787840,PENDİK YENİŞEHİR KURTKÖYDE KONFORLU LÜKS DAİRELER,315299175,Büşra,,Pendik,40.92992,29.30655,Entire home/apt,349,1,1,2021-03-27,0.14,13,365,1,
48791993,Wooden artistic house with balconys historic area,28343940,Alceste,,Fatih,41.03703,28.94336,Entire home/apt,668,5,0,,,3,159,0,
48794190,Apartment with Balcony 2,389325177,Mehmet Cihan,,Beyoglu,41.03358,28.98224,Entire home/apt,689,2,2,2021-08-10,0.28,6,345,2,
48794440,"Lovely modern furnished 1 bedroom,  24/7 security",96460850,Tevfik,,Avcilar,40.99147,28.71302,Entire home/apt,473,7,4,2021-08-15,1.97,83,89,4,
48795218,• Asiye Suits •,4381034,Zeynep,,Sisli,41.04402,28.98359,Entire home/apt,1114,3,8,2021-10-02,2.42,1,28,8,
48795880,city center 1+1,12691959,Mahmut,,Beyoglu,41.03534,28.97836,Entire home/apt,709,1,1,2021-04-07,0.15,6,88,1,
48795981,Kadıköy Center.Rıhtım Avenue.Studio Apartment 11,263422772,Ender,,Kadikoy,40.99493,29.02458,Private room,214,1,3,2021-09-15,0.80,6,151,3,
48796025,Historic Studio with Galata Tower View,393657905,Gülay,,Beyoglu,41.02624,28.97465,Entire home/apt,296,2,9,2021-10-18,1.27,2,85,9,
48797151,"Lovely furnished modern 1 bedroom, 24/7 security",96460850,Tevfik,,Avcilar,40.99264,28.7133,Entire home/apt,394,7,1,2021-05-31,0.20,83,58,1,
48797636,Home Sweet Home 3,15257713,Zehra,,Beyoglu,41.02904,28.97569,Entire home/apt,1389,3,11,2021-09-09,3.84,6,164,11,
48797704,PanoramicTopkapi Palace and Bosphorus View Suite,15257713,Zehra,,Beyoglu,41.0283,28.97735,Entire home/apt,2222,3,23,2021-09-29,6.51,6,134,23,
48797936,"A lovely furnished 1 bedroom, 24/Security, Avcilar",96460850,Tevfik,,Avcilar,40.99113,28.71289,Entire home/apt,473,7,4,2021-10-16,3.64,83,58,4,
48798186,Cosy apartment in the heart of Beyoğlu.,393527925,Enes,,Beyoglu,41.03155,28.98002,Entire home/apt,300,2,0,,,1,131,0,
